text,doctor
"""vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability",Psychiatrist
"""fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation""",General Physician
"""vomiting,breathlessness,sweating,chest_pain""",Gastroenterologist
"""Signs and symptoms of Turner syndrome may vary among girls and women with the disorder. For some girls",General Physician
"""fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""itching,skin_rash,nodal_skin_eruptions""",Dermatologist
"""fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation""",General Physician
"""fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression",ENT
"""chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain""",Gastroenterologist
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum""",General Physician
"""vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain""",Gastroenterologist
"""Symptoms of antisocial personality disorder include repeatedly: Ignoring right and wrong. Telling lies to take advantage of others. Not being sensit",General Physician
"""itching,skin_rash,nodal_skin_eruptions,dischromic__patches""",Dermatologist
"""vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""itching,vomiting,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain""",Gastroenterologist
"""mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation""",General Physician
"""Sometimes, adenomyosis causes no signs or symptoms or only mild discomfort. However",General Physician
"""vomiting,sunken_eyes,diarrhoea""",Gastroenterologist
"""I have pain in my abdomen, and often get feverish. I have sudden and strong urges to pee. The pain is almost constant",General Physician
"""           Female reproductive system       Open pop-up dialog box          Close     Female reproductive system  Female reproductive system The ovar",General Physician
"""Bladder exstrophy is the most common in the larger group of birth defects called the bladder exstrophy-epispadias complex (BEEC). Children with BEEC",General Physician
"""vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload""",Gastroenterologist
"""Infants Most babies born to women carrying group B strep are healthy. But the few who are infected by group B strep during labor can become criticall",General Physician
"""The typical mole is a small brown spot. But moles come in different colors, shapes and sizes: Color and texture. Moles can be brown, tan, black",General Physician
"""continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure",ENT
"""chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain""",Gastroenterologist
"""back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance""",General Physician
"""acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances""",Gastroenterologist
"""skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze""",Dermatologist
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus""",General Physician
"""vomiting,sunken_eyes,dehydration,diarrhoea""",Gastroenterologist
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""Primary exercise headaches These headaches: Are usually described as throbbing Occur during or after strenuous exercise Affect both sides of the hea",General Physician
"""fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria""",General Physician
"""vomiting,headache,weakness_of_one_body_side,altered_sensorium""",Gastroenterologist
"""I have a fever and my stomach hurts. I have to pee all the time, and it hurts when I do. The pain is always there",Gastroenterologist
"""I have been feeling dizzy and lightheaded, and I have also had trouble keeping my balance. I have also had a headache that has not gone away.""",General Physician
"""Drug addiction symptoms or behaviors include",General Physician
"""joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking""",General Physician
"""fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation""",General Physician
"""vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload""",Gastroenterologist
"""fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation""",General Physician
"""joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints""",General Physician
"""Signs and symptoms of ocular rosacea can precede the skin symptoms of rosacea, develop at the same time",Dermatologist
"""I've been having a hard time breathing lately. I feel like I can't get enough air, and my chest feels tight. I've also been coughing a lot",General Physician
"""vomiting,headache,weakness_of_one_body_side,altered_sensorium""",Gastroenterologist
"""I have a rash on my face that is red, itchy, and painful. It is also blistering. I have also been experiencing flu-like symptoms",Dermatologist
"""acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances""",Gastroenterologist
Desmoplastic small round cell tumor symptoms vary depending on where the cancer begins. Most often it begins in the abdomen. Signs and symptoms of des,General Physician
"""Primary hyperparathyroidism is often diagnosed before signs or symptoms of the disorder occur. This is usually because an elevated level of calcium i",General Physician
"""headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration""",General Physician
"""I have a rash on my face that is getting worse. It is red, inflamed, and has blisters that are bleeding clear pus. It is really painful.""",Dermatologist
"""joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion",Dermatologist
"""vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload""",Gastroenterologist
"""fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history""",Dermatologist
"""chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain""",Gastroenterologist
"""burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine""",General Physician
"""fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history""",Dermatologist
"""itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""In Crohn's disease, any part of your small or large intestine can be involved. It may involve multiple segments",General Physician
"""skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails""",Dermatologist
"""I'm feeling sick, shaky",General Physician
"""muscle_wasting,high_fever,extra_marital_contacts""",General Physician
"""muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
"""itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body""",Dermatologist
"""back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance""",General Physician
"""skin_rash,blister,red_sore_around_nose,yellow_crust_ooze""",Dermatologist
"""Symptoms of tendinitis tend to occur where a tendon attaches to a bone. Symptoms often include: Pain, often described as a dull ache",General Physician
"""continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure",ENT
"""skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails""",Dermatologist
"""vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching""",Gastroenterologist
"""vomiting,breathlessness,sweating,chest_pain""",Gastroenterologist
"""I've been feeling really scratchy, dizzy, and worn out. I've lost weight and have a temperature. My urine is dark",General Physician
"""fatigue,cough,high_fever,family_history,mucoid_sputum""",General Physician
"""chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain""",Gastroenterologist
There are several types of thalassemia. The signs and symptoms you have depend on the type and severity of your condition. Thalassemia signs and sympt,General Physician
"""I've been feeling really dizzy and disoriented lately",General Physician
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus""",General Physician
"""fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation""",General Physician
"""I have a rash around my nose, and it's spreading to other parts of my body. I also have a high fever every night.""",Dermatologist
"""stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
"""chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain""",Gastroenterologist
"""itching,skin_rash,stomach_pain,burning_micturition,spotting__urination""",Gastroenterologist
"""back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance""",General Physician
"""I have a burning feeling in my throat after I eat. I also sometimes get a bitter or sour taste in my mouth, which makes me feel sick.""",ENT
"""Before you faint due to vasovagal syncope",General Physician
"""Shellfish allergy symptoms generally start within minutes to an hour after eating or having contact with shellfish. They may include: Hives Itchy",General Physician
"""I get rashes and skin irritations, especially in my skin's crevices. My cuts and bruises also take a while to heal.""",Dermatologist
"""fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body""",Dermatologist
"""yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload""",Gastroenterologist
"""acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances""",Gastroenterologist
"""joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking""",General Physician
"""fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity,excessive_hunger,increased_appetite,polyuria""",General Physician
"""fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history""",Dermatologist
"""muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
"""headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration""",General Physician
"""Signs and symptoms of scoliosis may include: Uneven shoulders One shoulder blade that appears more prominent than the other Uneven waist One hip hig",General Physician
I have a lot of red spots on my skin and they are spreading rapidly. I also have a mild fever and headache every night.,Dermatologist
"""skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain""",Gastroenterologist
"""skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails""",Dermatologist
"""itching,skin_rash,fatigue,lethargy,high_fever,headache,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body""",Dermatologist
"""itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""I've been experiencing a lot of headaches, nausea, and sensitivity to light. I've also been feeling very irritable and impatient.""",General Physician
